Train MSE,Test MSE,Train MAE,Test MAE,Train R2,Test R2,Train EV,Test EV
0.057636502486254446,0.055003769025817724,0.19632175799667512,0.19689906247912986,0.0,-0.00013642289942006336,0.0,0.0
0.05836964488678533,0.052076852882997904,0.19858823794073913,0.18794693775893698,0.0,-0.0012445553138880072,0.0,0.0
0.05732392215024747,0.05631719452119426,0.19730329354835044,0.19334566917607837,0.0,-0.006129570479017188,0.0,0.0
0.05661344668953196,0.05939176395473547,0.19565925839875278,0.19924155577845498,0.0,-0.02592334140816477,0.0,0.0
0.05552122315601755,0.06348026376853781,0.19409731750949136,0.20594964121022177,0.0,-0.0014022269714437652,0.0,0.0
